Part Number,Current Noise Density (typ),Analog.com Inventory,# of Amps,GBP (typ),BW -3 dB (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Rail to Rail,Iq/Amp (typ),Vs span (min),Vs span (max),1ku List Price,Package Area,Package
MAX44264,,1072,1,,9000,0.002,0.007,0.00000012,0.0000000015,Output Only,0.00000075,1.8,5.5,0.64,1.3289,"Wafer-Level Package 3x2 Bump, Full Array"
AD8671S,,,1,10000000,,4,0.000075,,0.000000012,,,8,36,,,CER. FLATPACK WITH LEADS
MAX9615,0.0000000000000001,9446,2,,2800000,1.3,0.0001,0.000000028,0.00000000000155,Both,0.00022,1.7,5.5,1.31,5.28,Single Chip Package
MAX9616,0.0000000000000001,1712,2,,2800000,1.3,0.0001,0.000000028,0.00000000000155,Output Only,0.00012,2.7,5.5,1.29,5.28,Single Chip Package
MAX9637,0.00000000000005,22330,2,,1500000,0.9,0.0022,0.000000038,0.0000000000008,Both,0.000036,2.1,5.5,0.96,5.28,Single Chip Package
MAX9638,0.00000000000005,15392,2,,1500000,0.9,0.0022,0.000000038,0.0000000000008,Both,0.000036,2.1,5.5,0.96,2.52,"Ultra Thin Quad Flatpack, No Leads"
ADA4637-1,0.0000000000000016,2733,1,79900000,,170,0.0002,0.0000000048,0.000000000005,,0.007,9,30,6.45,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4800,,444,1,,400000000,415,0.041,0.0000000015,,In to V+,0.0014,4,17,0.93757,2.56,6-Lead LFCSP (1.6mm x 1.6mm w/ EP) CHIPS OR DIE
ADA4891-3,,283,3,105000000,220000000,170,0.01,0.000000009,0.00000000005,In to V- Output,0.0044,2.7,5.5,1.785,32.64,14-Lead SOIC 14-Lead TSSOP
ADA4891-4,,9039,4,105000000,220000000,170,0.01,0.000000009,0.00000000005,In to V- Output,0.0044,2.7,5.5,2.16,32.64,14-Lead SOIC 14-Lead TSSOP
MAX9613,0.0000000000000001,34891,1,,2800000,1.3,0.0001,0.000000028,0.00000000000155,Both,0.00022,1.7,5.5,0.87,5.28,Single Chip Package
MAX9614,0.0000000000000001,17460,1,,2800000,1.3,0.0001,0.000000028,0.00000000000155,Output Only,0.00012,2.7,5.5,0.95,5.28,Single Chip Package
AD8629S,0.000000000000005,,2,2500000,,1,0.00001,0.000000022,0.0000000005,Both,,2.7,5.5,,,CER. FLATPACK WITH LEADS
ADA4092-4,,16,4,1400000,,0.4,0.0015,0.000000024,0.00000008,Both,0.000165,2.7,36,5.325,32.64,14-Lead TSSOP
ADA4891-1,,9697,1,105000000,240000000,170,0.01,0.000000009,0.00000000005,In to V- Output,0.0044,2.7,5.5,0.96831,9,8-Lead SOIC 5-Lead SOT-23
ADA4891-2,,14615,2,105000000,240000000,170,0.01,0.000000009,0.00000000005,In to V- Output,0.0044,2.7,5.5,1.39867,31,8-Lead SOIC 8-Lead MSOP
LTC6252,0.000000000004,4541,1,720000000,,280,0.00035,0.00000000275,0.00000057,Both,0.0033,2.5,5.25,2.76,8.12,6-Lead TSOT-23
LTC6253,0.000000000004,2615,2,720000000,,280,0.00035,0.00000000275,0.00000075,Both,0.0033,2.5,5.25,4.335,4,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6254,0.000000000004,126,4,720000000,,280,0.00035,0.00000000275,0.000003,Both,0.0033,2.5,5.25,6.93,19.7911,16-Lead MSOP
LTC6255,0.00000000000058,21096,1,6500000,,1.8,0.00035,0.000000021,0.00000005,Both,0.00006,1.8,5.25,2.28,4,6-Lead TSOT-23 6-Lead DFN (2mm x 2mm w/ EP)
LTC6256,0.00000000000058,1447,2,6500000,,1.8,0.00035,0.000000021,0.00000005,Both,0.000065,1.8,5.25,2.805,4,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6257,0.00000000000058,104,4,6500000,,1.8,0.00035,0.000000021,0.00000005,Both,0.000065,1.8,5.25,4.485,19.7911,16-Lead MSOP
MAX9636,0.0000000000000009,243,1,,1500000,0.9,0.0022,0.000000038,0.0000000000008,Both,0.000036,2.1,5.5,0.57,5.28,Single Chip Package
AD8624,0.00000000000015,469,4,560000,,0.48,0.000125,0.000000011,0.0000000002,Output,0.000215,5,36,6.63,16,16-Lead LFCSP (4mm x 4mm) 14-Lead TSSOP
ADA4691-4,,2235,4,3600000,,1.3,0.0025,0.000000016,0.000000000005,In to V- Output,0.000165,2.7,5.5,1.665,9,16-Lead LFCSP (3mm x 3mm w/ EP)
ADA4898-2,0.0000000000024,56,2,50000000,65000000,55,0.000125,0.0000000009,0.0000004,,0.0079,9,36,6.24,31,8-Lead SOIC w/ EP
MAX9618,0.0000000000001,2146,2,,1500000,0.7,0.00001,0.000000042,0.00000000008,Both,0.000059,1.8,5.5,2.16,5.28,Single Chip Package
MAX9619,0.0000000000001,1837,1,,1500000,0.7,0.00001,0.000000042,0.00000000008,Both,0.000059,1.8,5.5,1.46,5.28,Single Chip Package
MAX9620,0.0000000000001,142,1,,1500000,0.7,0.00001,0.000000042,0.00000000008,Both,0.000059,1.8,5.5,1.53,5.28,5-SC70-N/A
AD8505,0.000000000000015,3000,1,95000,,0.013,0.0025,0.000000045,0.00000000001,Both,0.0000165,1.8,5,0.90683,1.346625,6-Ball WLCSP (0.905mm x 1.385mm) 5-Lead SOT-23
ADA4051-1,0.0000000000001,977,1,125000,,0.06,0.000017,0.000000095,0.00000000007,Both,0.000015,1.8,5.5,1.815,5.28,5-Lead SC70 5-Lead SOT-23
ADA4692-4,,0,4,3600000,,1.3,0.0025,0.000000016,0.000000000005,In to V- Output,0.000225,2.7,5.5,1.815,32.64,14-Lead TSSOP
LTC6246,0.000000000002,0,1,180000000,,90,0.0005,0.0000000042,0.00000035,Both,0.00095,2.5,5.25,2.535,8.12,6-Lead TSOT-23
LTC6247,0.000000000002,1473,2,180000000,,90,0.0005,0.0000000042,0.00000035,Both,0.00095,2.5,5.25,3.45,4,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6248,0.000000000002,0,4,180000000,,90,0.0005,0.0000000042,0.00000035,Both,0.00095,2.5,5.25,6.915,19.7911,16-Lead MSOP
AD8622,0.00000000000015,239,2,560000,,0.48,0.000125,0.000000011,0.0000000002,Output,0.000215,5,36,4.155,31,8-Lead SOIC 8-Lead MSOP
ADA4051-2,0.0000000000001,28,2,125000,,0.06,0.000015,0.000000095,0.00000000007,Both,0.000013,1.8,5.5,2.715,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
ADA4062-4,0.000000000000005,1,4,1400000,,3.3,0.0015,0.000000036,0.00000000005,In to V+,0.000165,8,36,2.445,9,16-Lead LFCSP (3mm x 3mm w/ EP) 14-Lead TSSOP
ADA4091-4,,788,4,1270000,,0.46,0.00025,0.000000024,0.00000008,Both,0.000165,2.7,36,7.65,16,16-Lead LFCSP (4mm x 4mm) 14-Lead TSSOP
ADA4627-1,0.0000000000000016,11266,1,19000000,,56,0.0002,0.0000000048,0.000000000005,,0.007,9,36,6.45,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4691-2,,84,2,3600000,,1.3,0.0025,0.000000016,0.000000000005,In to V- Output,0.000165,2.7,5.5,1.09127,1.575,9-Ball WLCSP (1.21mm x 1.21mm) 10-Lead LFCSP (2mm x 2mm)
MAX9617,0.0000000000001,5,1,,1500000,0.7,0.00001,0.000000042,0.00000000008,Both,0.000059,1.8,5.5,1.39,5.28,Single Chip Package
ADA4692-2,,314,2,3600000,,1.3,0.0025,0.000000016,0.000000000005,In to V- Output,0.00018,2.7,5.5,1.04516,4,8-Lead LFCSP (2mm x 2mm) 8-Lead SOIC
MAX9944,0.00000000000018,17216,2,,2400000,0.35,0.0001,0.0000000176,0.00000009,Output Only,0.00055,6,38,1.87,9.61,"Small-Outline IC, Narrow (0.15in) Thin Dual Flatpack No Leads, Exposed Pad"
ADA4665-2,0.00000000000005,249,2,1200000,,1,0.004,0.000000027,0.000000000001,Both,0.0004,5,16,1.46015,31,8-Lead SOIC 8-Lead MSOP
MAX9943,0.00000000000018,155,1,,2400000,0.35,0.0001,0.0000000176,0.00000009,Output Only,0.00055,6,38,1.23,9.61,"Thin Dual Flatpack No Leads, Exposed Pad Micro-MAX, Thin Shrink Small-Outline"
MAX9945,0.000000000000001,47739,1,,3000000,2.2,0.005,0.000000015,0.00000000000015,Output Only,0.0004,4.75,38,1.11,9.61,"Thin Dual Flatpack No Leads, Exposed Pad Micro-MAX, Thin Shrink Small-Outline"
AD8597,0.000000000002,195,1,10000000,,16,0.00012,0.00000000107,0.0000002,,0.0057,9,30,4.215,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4004-1,0.0000000000012,1,1,12000000,,2.7,0.000125,0.0000000018,0.00000009,,0.0022,10,30,2.115,9,8-Lead SOIC 5-Lead SOT-23
ADA4004-2,0.0000000000012,0,2,12000000,,2.7,0.000125,0.0000000018,0.00000009,,0.0022,10,30,5.235,31,8-Lead SOIC 8-Lead MSOP
ADA4062-2,0.000000000000005,0,2,1400000,,3.3,0.0015,0.000000036,0.00000000005,In to V+,0.000165,8,36,1.5,2.08,10-Lead LFCSP (1.3mm x 1.6mm) 8-Lead SOIC 8-Lead MSOP
ADA4075-2,0.0000000000012,3220,2,6500000,,12,0.001,0.0000000028,0.0000001,,0.00225,9,36,1.42941,4,8-Lead LFCSP (2mm x 2mm) 8-Lead SOIC
ADA4091-2,,0,2,1270000,,0.46,0.00025,0.000000024,0.00000008,Both,0.000165,2.7,36,4.725,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4505-4,0.00000000000002,1733,4,50000,,0.006,0.003,0.000000065,0.000000000002,Both,0.000009,1.8,5,1.965,4.5,14-Ball WLCSP (1.46mm x 2.96mm) 14-Lead TSSOP
ADA4817-1,0.0000000000000025,5450,1,410000000,1050000000,870,0.002,0.000000004,0.00000000002,In to V-,0.019,5,10,5.49,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC w/ EP
ADA4817-2,0.0000000000000025,0,2,410000000,1050000000,870,0.002,0.000000004,0.00000000002,In to V-,0.019,5,10,9.255,16,16-Lead LFCSP (4mm x 4mm w/ EP)
ADA4855-3,0.000000000002,0,3,200000000,410000000,870,0.003,0.0000000068,0.0000038,In to V- Output,0.0078,3,5.5,,16,16-Lead LFCSP (4mm x 4mm x 0.85mm w/ EP)
ADA4856-3,0.000000000002,474,3,,370000000,800,0.0034,0.000000014,,In to V- Output,0.0078,3,5.5,,16,16-Lead LFCSP (4mm x 4mm x 0.85mm w/ EP)
ADA4858-3,0.000000000009,2,3,,600000000,600,0.014,0.000000004,0.000013,,0.019,3,5.5,,16,16-Lead LFCSP (4mm x 4mm x 0.85mm w/ EP)
ADA4859-3,0.000000000002,100,3,,265000000,740,0.025,0.000000017,0.000002,,0.0057,3,5.5,,16,16-Lead LFCSP (4mm x 4mm x 0.85mm w/ EP)
AD8508,0.000000000000015,270,4,95000,,0.013,0.0025,0.000000045,0.00000000001,Both,0.0005,1.8,5,1.89,4.5,14-Ball WLCSP (1.46mm x 2.96mm) 14-Lead TSSOP
ADA4505-2,0.00000000000002,180,2,50000,,0.006,0.003,0.000000065,0.000000000002,Both,0.000009,1.8,5,1.13738,2.1316,8-Ball WLCSP (1.42mm x 1.42mm) 8-Lead MSOP
LT1468-2,0.0000000000006,72,1,200000000,,30,0.000075,0.000000005,0.00000001,,0.0039,10,36,4.83,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
AD8639,0.0000000000000005,5882,2,1500000,,2,0.000009,0.00000006,0.000000000075,In to V- Output,0.0015,4.5,16,3.63,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC 8-Lead MSOP
ADA4857-1,0.0000000000015,6005,1,410000000,850000000,2800,0.0045,0.0000000044,0.0000033,,0.005,4.5,10.5,2.895,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4857-2,0.0000000000015,496,2,410000000,850000000,2800,0.0045,0.0000000044,0.0000033,,0.005,4.5,10.5,4.89,16,16-Lead LFCSP (4mm x 4mm w/ EP)
ADA4898-1,0.0000000000024,128,1,50000000,65000000,55,0.000125,0.0000000009,0.0000004,,0.0081,9,36,4.38,31,8-Lead SOIC w/ EP
ICL7612,0.00000000000001,46165,1,,44000,0.016,0.002,0.0000001,0.00000000005,Output Only,0.000006,2,16,2.89,31,"Small-Outline IC, Narrow (0.15in)"
LT1469-2,0.0000000000006,0,2,200000000,,30,0.000125,0.000000005,0.00000001,,0.0041,10,36,8.04,16,8-Lead SOIC (Narrow 0.15 Inch) 12-Lead DFN (4mm x 4mm w/ EP)
LTC6084,0.00000000000000056,132,2,1500000,,0.5,0.00075,0.000000031,0.00000000004,Both,0.00011,2.5,5.5,1.71,9,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LTC6085,0.00000000000000056,3,4,1500000,,0.5,0.00075,0.000000031,0.00000000004,Both,0.00011,2.5,5.5,2.58,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
AD8506,0.000000000000015,355,2,95000,,0.013,0.0025,0.000000045,0.00000000001,Both,0.00002,1.8,5,1.49089,2.1316,8-Ball WLCSP (1.42mm x 1.42mm) 8-Lead MSOP
AD8638,0.000000000000001,4893,1,1500000,,2,0.000009,0.00000006,0.000000000075,In to V- Output,0.0015,4.5,16,2.01,9,8-Lead SOIC 5-Lead SOT-23
AD8647,0.000000000000001,0,2,24000000,,11,0.0025,0.000000006,0.000000000001,Both,0.002,2.7,5.5,1.49089,15.965,10-Lead MSOP
AD8669,0.00000000000005,11,4,540000,,0.3,0.0003,0.000000021,0.000000000045,Output,0.000285,5,16,5.025,32.64,14-Lead SOIC 14-Lead TSSOP
AD8646,0.000000000000001,122,2,24000000,,11,0.0025,0.000000006,0.000000000001,Both,0.002,2.7,5.5,1.32182,31,8-Lead SOIC 8-Lead MSOP
AD8663,0.00000000000005,36,1,540000,,0.3,0.0003,0.000000021,0.000000000045,Output,0.000285,5,16,2.295,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4311-1,0.000000000017,199,2,,310000000,1050,0.003,0.0000000024,0.000016,,0.0118,12,12,1.83,15.655,10-Lead MSOP w/ EP
LTC6082,0.0000000000000005,0,4,3600000,,1,0.00007,0.000000013,0.000000000001,Both,0.00033,2.7,5.5,5.34,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
LTC6087,0.00000000000000056,1310,2,14000000,,7.2,0.00075,0.000000012,0.00000000004,Both,0.00105,2.7,5.5,1.71,9,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LTC6088,0.00000000000000056,4168,4,14000000,,7.2,0.00075,0.000000012,0.00000000004,Both,0.00105,2.7,5.5,2.58,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
RH1128M,,,1,20000000,,15,0.00008,0.000000001,0.0000004,,0.0076,8,44,,54.1782,10-Lead Flatpak (Glass Sealed Hermetic) CHIPS OR DIE
AD8539,,4324,2,430000,,0.4,0.000015,0.000000052,0.00000000006,Both,0.00021,2.7,5,2.52,31,8-Lead SOIC 8-Lead MSOP
AD8667,0.00000000000005,5655,2,540000,,0.3,0.0003,0.000000021,0.000000000045,Output,0.000285,5,16,3.12,31,8-Lead SOIC 8-Lead MSOP
ADA4000-1,0.00000000000001,290,1,5000000,,20,0.0017,0.000000016,0.00000000004,In to V+,0.00165,8,36,1.3833,8.12,8-Lead SOIC 5-Lead TSOT
ADA4000-2,0.00000000000001,0,2,5000000,,20,0.0017,0.000000016,0.00000000004,In to V+,0.00165,8,36,2.52,31,8-Lead SOIC 8-Lead MSOP
ADA4000-4,0.00000000000001,4,4,5000000,,20,0.0017,0.000000016,0.00000000004,In to V+,0.00165,8,36,4.26,32.64,14-Lead SOIC 14-Lead TSSOP
AD8502,0.0000000000001,0,2,7000,,0.004,0.003,0.00000019,0.00000000001,Both,0.00000075,1.8,5,1.33719,9,8-Lead SOT-23
AD8504,0.0000000000001,58,4,7000,,0.004,0.003,0.00000019,0.00000000001,Both,0.00000075,1.8,5,2.265,32.64,14-Lead TSSOP
AD8599,0.000000000002,53,2,10000000,,16,0.00012,0.00000000107,0.0000002,,0.0057,9,36,6.39,31,8-Lead SOIC
ADTL082,0.000000000000001,6,2,5000000,,20,0.0055,0.000000016,0.0000000001,In to V+,0.0012,8,36,0.7685,31,8-Lead SOIC 8-Lead MSOP
ADTL084,0.000000000000001,410,4,5000000,,20,0.0055,0.000000016,0.0000000001,In to V+,0.0012,8,36,1.62,32.64,14-Lead SOIC 14-Lead TSSOP
AD8392A,0.0000000000076,602,4,,37000000,515,0.004,0.0000000025,0.00001,,0.0058,10,24,3.87,25,32-Lead LFCSP (5mm x 5mm w/ EP) 28-Lead TSSOP w/ EP
AD8665,0.0000000000001,26843,1,4000000,,3.5,0.0025,0.000000008,0.000000000001,In to V- Output,0.00155,5,16,1.62,9,8-Lead SOIC 5-Lead SOT-23
AD8676,0.0000000000003,4195,2,10000000,,2.5,0.00005,0.0000000028,0.000000002,Output,0.0029,10,30,3.18,31,8-Lead SOIC 8-Lead MSOP
AD8682,0.00000000000001,25,2,3500000,,9,0.001,0.000000036,0.00000000002,In to V+,0.00021,9,36,3.39,31,8-Lead SOIC 8-Lead MSOP
AD8684,0.00000000000001,1019,4,3500000,,9,0.001,0.000000036,0.00000000002,In to V+,0.00021,9,36,4.83,32.64,14-Lead SOIC 14-Lead TSSOP
ADA4310-1,0.0000000000218,300,2,,190000000,820,,0.00000000285,,,0.0076,5,12,1.71,15.655,16-Lead LFCSP (4mm x 4mm w/ EP) 10-Lead MSOP w/ EP
ADA4853-3,0.0000000000022,1530,3,55000000,100000000,120,0.0041,0.000000022,0.0000017,In to V- Output,0.0014,2.65,5,1.965,9,16-Lead LFCSP (3mm x 3mm w/ EP) 14-Lead TSSOP
LTC6240,0.00000000000000056,447,1,18000000,,10,0.000175,0.000000007,0.000000000001,In to V- Output,0.002,2.8,6,1.50626,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
LTC6240HV,0.00000000000000056,447,1,18000000,,10,0.000175,0.000000007,0.000000000001,In to V- Output,0.002,2.8,12,1.50626,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
AD8664,0.0000000000001,182,4,4000000,,3.5,0.00016,0.00000001,0.000000000001,In to V- Output,0.00155,5,16,4.395,32.64,14-Lead SOIC 14-Lead TSSOP
AD8666,0.000000000000001,22361,2,4000000,,3.5,0.0025,0.000000008,0.000000000001,In to V- Output,0.00155,5,16,1.965,31,8-Lead SOIC 8-Lead MSOP
ADA4853-2,0.0000000000022,299,2,55000000,100000000,120,0.0041,0.000000022,0.0000017,In to V- Output,0.0014,2.65,5,,9,16-Lead LFCSP (3mm x 3mm w/ EP)
LT6003,0.000000000000012,770,1,2000,,0.0008,0.0005,0.000000325,0.00000000009,Both,0.00000085,1.6,16,1.50626,4,5-Lead TSOT-23 4-Lead DFN (2mm x 2mm w/ EP)
LT6004,0.000000000000012,8813,2,2000,,0.0008,0.0005,0.000000325,0.00000000009,Both,0.00000085,1.6,16,1.935,9,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6005,0.000000000000012,0,4,2000,,0.0008,0.00065,0.000000325,0.00000000009,Both,0.00000085,1.6,16,3.105,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
LT6559,0.000000000006,283,3,,300000000,500,0.01,0.0000000045,,,0.0039,4,12,1.785,9,16-Lead QFN (3mm x 3mm x 0.75mm w/ EP)
RH1028M,0.0000000000047,,1,75000000,,15,0.00008,0.000000001,0.0000004,,0.0076,8,44,,54.1782,10-Lead Flatpak (Glass Sealed Hermetic) CHIPS OR DIE
AD8500,0.0000000000001,309,1,7000,,0.004,0.001,0.00000019,0.00000000001,Both,0.00000075,1.8,5,1.35256,5.28,5-Lead SC70
AD8662,0.0000000000001,949,2,4000000,,3.5,0.00016,0.00000001,0.000000000001,In to V- Output,0.0014,5,16,2.67,31,8-Lead SOIC 8-Lead MSOP
AD8668,,0,4,4000000,,3.5,0.0025,0.000000008,0.000000000001,In to V- Output,0.00155,5,16,3.3,32.64,14-Lead SOIC 14-Lead TSSOP
ADA4860-1,0.0000000000077,19901,1,,800000000,790,0.013,0.000000004,0.00001,,0.006,5,12,1.10664,9,6-Lead SOT-23
LT6000,0.000000000000025,492,1,50000,,0.015,0.00075,0.000000075,0.000000005,Both,0.000013,1.8,18,1.50626,6,6-Lead DFN (2mm x 3mm w/ EP)
LT6411,,0,2,650000000,650000000,3300,0.01,0.000000008,,,0.016,4.5,12.6,4.335,9,16-Lead QFN (3mm x 3mm x 0.75mm w/ EP)
LT6558,,0,3,550000000,,2200,0.045,,,,0.0225,3,7.5,,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
LTC6244,0.00000000000000056,2360,2,50000000,,35,0.0001,0.000000008,0.000000000075,In to V- Output,0.00625,2.8,6,3.015,9,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC6244HV,0.00000000000000056,2360,2,50000000,,35,0.0001,0.000000008,0.000000000075,In to V- Output,0.00625,2.8,12,3.015,9,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
AD8538,,58344,1,430000,,0.4,0.000013,0.00000005,0.000000000025,Both,0.00018,2.7,5,0.99905,8.12,8-Lead SOIC 5-Lead TSOT
AD8613,0.00000000000005,41011,1,350000,,0.1,0.0022,0.000000022,0.000000000001,Both,0.000038,1.8,5,0.84535,5.28,5-Lead SC70 5-Lead TSOT
AD8648,0.000000000000001,16664,4,24000000,,11,0.0025,0.000000006,0.000000000001,Both,0.002,2.7,5.5,1.845,32.64,14-Lead SOIC 14-Lead TSSOP
AD8677,0.000000000000074,2156,1,600000,,0.2,0.00013,0.00000001,0.000000001,,0.0013,8,36,1.44478,8.12,8-Lead SOIC 5-Lead TSOT
ADA4004-4,0.0000000000012,0,4,12000000,,2.7,0.000125,0.0000000018,0.00000009,,0.0022,10,30,6.345,16,16-Lead LFCSP (4mm x 4mm w/ EP) 14-Lead SOIC
ADA4853-1,0.0000000000022,0,1,55000000,100000000,120,0.0041,0.000000022,0.0000017,In to V- Output,0.0014,2.65,5,1.33719,5.28,6-Lead SC70
LTC6081,0.0000000000000005,51,2,3600000,,1,0.00007,0.000000013,0.000000000001,Both,0.00033,2.7,5.5,3.18,9,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
OP07D,0.000000000000074,1185,1,600000,,0.2,0.00015,0.00000001,0.000000001,,0.0011,8,36,0.93757,31,8-Lead PDIP 8-Lead SOIC
AD8003,0.000000000036,2689,3,,1650000000,3800,0.0093,0.0000000018,0.00005,,0.0095,4.5,10,,16,24-Lead LFCSP (4mm x 4mm x 0.75mm w/ EP) CHIPS OR DIE
AD8617,0.00000000000005,1873,2,400000,,0.1,0.0022,0.000000022,0.000000000001,Both,0.000038,1.8,5,1.39867,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC 8-Lead MSOP
AD8619,0.00000000000005,146,4,400000,,0.1,0.0022,0.000000022,0.000000000001,Both,0.000038,1.8,5,2.055,32.64,14-Lead SOIC 14-Lead TSSOP
AD8661,0.0000000000001,470,1,4000000,,3.5,0.00016,0.00000001,0.000000000001,In to V- Output,0.0014,5,16,2.055,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
AD8675,0.0000000000003,1176,1,10000000,,2.5,0.000075,0.0000000028,0.000000002,Output,0.0029,10,30,2.265,31,8-Lead SOIC 8-Lead MSOP
ADA4841-2,0.0000000000014,1495,2,35000000,80000000,13,0.0003,0.0000000021,0.0000053,In to V- Output,0.0012,2.7,12,4.095,9,8-Lead LFCSP (3mm x 3mm w/ EP) CHIPS OR DIE 8-Lead SOIC 8-Lead MSOP
ADA4861-3,0.0000000000055,68,3,,730000000,680,0.013,0.0000000032,0.000013,,0.0161,5,12,1.92,54.25,14-Lead SOIC
ADA4899-1,0.0000000000052,14813,1,280000000,600000000,310,0.00023,0.000000001,0.000001,,0.0147,4.5,12,3.645,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC w/ EP
LT6001,0.000000000000025,49,2,50000,,0.015,0.0006,0.000000075,0.000000005,Both,0.000013,1.8,18,2.31,9,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LT6002,0.000000000000025,24,4,50000,,0.015,0.00075,0.000000075,0.000000005,Both,0.000013,1.8,18,3.645,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
MAX9912,0.000000000000001,308,2,,200000,0.1,0.001,0.0000004,0.00000000001,Both,0.000004,1.8,5.5,0.93,9,8-SOT_23-N/A
MAX9916,0.000000000000001,3,2,,1000000,0.5,0.001,0.00000016,0.00000000001,Both,0.00002,1.8,5.5,0.93,9,8-SOT_23-N/A
RH1814M,0.000000000001,,4,100000000,,750,0.0015,0.000000008,,,0.0036,2.5,12.6,,78.3336,14-Lead Flatpak (Hermetic) CHIPS OR DIE
AD8656,0.000000000000001,41965,2,28000000,,11,0.00025,0.0000000027,0.00000000001,Both,0.0045,2.7,5.5,2.505,31,8-Lead SOIC 8-Lead MSOP
ADA4841-1,0.0000000000014,2148,1,35000000,80000000,13,0.0003,0.0000000021,0.0000053,In to V- Output,0.0012,2.7,12,2.805,9,8-Lead SOIC 6-Lead SOT-23
ADA4862-3,0.0000000000014,300,3,,720000000,830,0.025,0.0000000106,0.000001,,0.016,5,12,1.92,54.25,14-Lead SOIC
LT6556,0.0000000000035,0,3,750000000,,2100,0.067,0.000000011,,,0.0095,4.5,12.6,,16,24-Lead SSOP (Narrow 0.15 Inch) 24-Lead QFN (4mm x 4mm x 0.75mm w/ EP)
LTC6078,0.00000000000000056,0,2,750000,,0.05,0.000025,0.000000018,0.000000000001,Both,0.000054,2.7,5.5,2.745,9,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LTC6079,0.00000000000000056,0,4,750000,,0.05,0.000025,0.000000018,0.000000000001,Both,0.000054,2.7,5.5,4.575,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
LTC6241,0.00000000000000056,424,2,18000000,,10,0.000125,0.000000007,0.000000000075,In to V- Output,0.0018,2.8,6,2.31,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC6241HV,0.00000000000000056,424,2,18000000,,10,0.000125,0.000000007,0.000000000075,In to V- Output,0.0018,2.8,12,2.31,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC6242,0.00000000000000056,506,4,18000000,,10,0.000125,0.000000007,0.000000000075,In to V- Output,0.0018,2.8,6,4.08,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
LTC6242HV,0.00000000000000056,506,4,18000000,,10,0.000125,0.000000007,0.000000000075,In to V- Output,0.0018,2.8,12,4.08,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
